Name,Description,Description (with html),Override url,Type,NEW CUSTOM ADDRESS/WHAT3WORDS,Image 1,Latitude,Longitude,Destination,Region,Region 2,Image 2,Image 3,Image 4,Image 5
Montes Winery,"In December 2004, Montes inaugurated the new winery at Apalta. The investment totaled over U$ 7 million with a storing capacity of 2,300,000 litres. A cellar that becomes a qualitative production leap for one of the most applauded Montes red wines: Montes Alpha and the Ultra-Premium Montes Alpha M and Montes Folly in addition to the recently launched Purple Angel.","<p>In December 2004, Montes inaugurated the new winery at Apalta.&nbsp; The ↵investment totaled over U$ 7 million with a storing capacity of ↵2,300,000 litres.&nbsp; A cellar that becomes a qualitative production leap ↵for one of the most applauded Montes red wines: Montes Alpha and the ↵Ultra-Premium Montes Alpha M and Montes Folly in addition to the ↵recently launched Purple Angel. <br></p>",chile/santiago/montes-winery,Vineyard,,,-34.606725,-71.272077,Patagonia,Santiago and Central Chile,,,,,
Montevideo,"Montevideo is Uruguay's capital city and home to one of South America's most important ports. It overlooks the Río de la Plata, the largest river/estuary (depending on who you ask) in the world. Among a host of historical buildings and cultural offerings, tango shows included, other points of interest are Independence Square, the Old Town, the port market, and the Arts District. The closet airport is Carrasco International Airport, a 40 minute drive from the city.","<p>Montevideo is Uruguay's capital city and home to one of South America's most important ports. It overlooks the Río de la Plata, the largest river/estuary (depending on who you ask) in the world. Among a host of historical buildings and cultural offerings, tango shows included, other points of interest are Independence Square, the Old Town, the port market, and the Arts District. The closet airport is Carrasco International Airport, a 40 minute drive from the city.</p>",regions/montevideo,Town,,,-34.88593094,-56.16210938,Patagonia,Uruguay,,,,,
Moon Valley,"This valley is full of rocky formations and its surface is covered with a layer of salt, so that it resembles the surface of the Moon. Here you can find Las Tres Marias, which are statues made of salt.","<p>This valley is full of rocky formations and its surface is covered with a layer of salt, so that it resembles the surface of the Moon. Here you can find Las Tres Marias, which are statues made of salt.</p>",chile/atacama-desert/moon-valley,Valley,,,-22.931044,-68.292468,Patagonia,Atacama,,,,,
Mount Castillo,"Cerro Castillo is Spanish for ""Castle Peak"", and you can certainly see why - the jagged outcrops of rock make it look like the fort you always dreamed of playing in as a child! It is 2 675m high and can be climbed along two main routes.","<p>Cerro Castillo is Spanish for ""Castle Peak"", and you can certainly see why - the jagged outcrops of rock make it look like the fort you always dreamed of playing in as a child! It is 2 675m high and can be climbed along two main routes.</p>",chile/aysen/cerro-castillo/mount-castillo,Mountain,,,-46.065,-72.2075,Patagonia,Aysen,,,,,
Mount Darwin,"Located in the Chliean part of Tierra del Fuego, Mount Darwin forms part of the Cordillera of the Andes Mountain Range and is famous for being the highest peak in the region, towering in this wild and vast land at 2,488 metres (8,163 ft). Mount Darwin was given its name by the captain of HMS Beagle, Robert FitzRoy in order to commemorate Darwin's 25th birthday on 12th February 1834. Mount Darwin is a challenging peak to climb and is best attempted well into Patagonian summer, from December to March.","<p>Located in the Chliean part of <a href=""/tierra-del-fuego/"">Tierra del Fuego</a>, Mount Darwin forms part of the Cordillera of the Andes Mountain Range and is famous for being the highest peak in the region, towering in this wild and vast land at 2,488 metres (8,163&nbsp;ft). </p><p>Mount Darwin was given its name by the captain of HMS Beagle, Robert FitzRoy in order to commemorate Darwin's 25th birthday on 12th February 1834. Mount Darwin is a challenging peak to climb and is best attempted well into Patagonian summer, from December to March.↵</p><p>&nbsp;</p>",regions/tierra-del-fuego/mount-darwin,Mountain,,,-54.74087518,-69.48440552,Patagonia,Tierra del Fuego,,,,,
Mount Tronador (Pampa Linda Village),"Cerro Tronador , standing at 3,491m, is the highest mountain in the Lake District region around San Carlos de Bariloche. Tronador means 'thunderer' and that really is the sound you hear on approach, as ice calves off the glaciers into a natural amphitheatre below. With a day hike from Bariloche you can get up close to its glaciers. It's also possible to climb Tronador; this is a 3 day expedition, summitting on Day 2, and using the Meiling mountain hut on the first and second nights. There are actually a few different peaks on Tronador and for introductory/intermediate trips you'd tackle the 'Pico Argentino' at 3,187m. Tronador lies in the heart of Nahuel Huapi National Park, and is accessed via Pampa Linda, a short drive from San Carlos de Bariloche. It is also the source of the Manso River, one of the top white water rafting rivers in the region.","<p><span style=""color: inherit; line-height: 1.42857143;"">Cerro Tronador</span><span style=""color: inherit; line-height: 1.42857143;"">, standing at 3,491m, is the highest mountain in the Lake District region around San Carlos de Bariloche. </span><em style=""color: inherit; line-height: 1.42857143;"">Tronador</em><span style=""color: inherit; line-height: 1.42857143;""> means 'thunderer' and that really  is the sound you  hear on approach, as ice calves off the glaciers into a  natural  amphitheatre below.</span><br></p>↵<p>With a day hike from Bariloche you can get up close to its glaciers. It's also possible to climb Tronador; this is a 3 day expedition,  summitting on Day 2, and using the Meiling mountain hut on the first  and second nights. There are actually a few different peaks on  Tronador and for introductory/intermediate trips you'd tackle the 'Pico  Argentino' at 3,187m.</p>↵<p>Tronador lies in the heart of Nahuel Huapi  National Park, and is accessed via Pampa Linda, a short drive from San  Carlos de Bariloche. It is also the source of the Manso River, one of the top white water rafting rivers in the region.</p>",chile/lake-district/mount-tronador,Mountain,,https://imgix.swoop-patagonia.com/Cerro_Tronador.jpg,-41.159998,-71.886853,Patagonia,Chilean Lakes,,,,,
Mt Bettinelli,Mt Bettinelli (868m) is located on Isla Navarino in Chilean Patagonia. Trekkers can camp at its base and climb to the summit.,<p>Mt Bettinelli (868m) is located on Isla Navarino in Chilean Patagonia. Trekkers can camp at its base and climb to the summit.</p>,,Mountain,,,-55.03755,-67.64472,Patagonia,Tierra del Fuego,,,,,
Mt Carabajal,"Mt Carabajal is located around 10 miles/15km west of Ushuaia, off the Ruta 3 highway. Hiking to the summit of this mountain, and visiting Laguna Turquesa en route, is one of the best day hikes you can do from Ushuaia.","<p>Mt Carabajal is located around 10 miles/15km west of Ushuaia, off the Ruta 3 highway. Hiking to the summit of this mountain, and visiting Laguna Turquesa en route, is one of the best day hikes you can do from Ushuaia.</p>",,Mountain,,,-54.73265,-68.1524,Patagonia,Tierra del Fuego,,,,,
Neff Glacier,"Fed by the North Patagonian Ice Cap the Neff Glacier is one of the more accessible in the region. It is the fifth largest of the Northern Ice Field's glaciers How to see it: Road Trips Although realtively accessible, Neff's location in Aisen means that it isn't amid the main travel hotspots of Torres del Paine and Los Glaciares. That is no bad thing, hoewever: take a roadtrip along the Carreera Austral - Chile's famous highway that runs the spine of Chile - and enjoy the Glacier all to yourself. Ski-Touring For those with some experience, take on the glaciers of the Norh Patagonian Ice Field with your trusted pair of skiis. Ice-Hiking Alternatively, don your crampons and ice-axe and take to Neff Glacier, crossing it as part of a broader tour of Aysen's glaciers. More Details &gt;&gt;","<ul>↵<li>Fed by the North Patagonian Ice Cap the Neff Glacier is one of the more accessible in the region.</li>↵<li>It is the fifth largest of the Northern Ice Field's glaciers</li>↵</ul>↵<h2>How to see it:</h2>↵<p><strong>Road Trips</strong></p>↵<p>Although realtively accessible, Neff's location in Aisen means that it isn't amid the main travel hotspots of Torres del Paine and Los Glaciares.&nbsp; That is no bad thing, hoewever:&nbsp; take a roadtrip along the Carreera Austral - Chile's famous highway that runs the spine of Chile - and enjoy the Glacier all to yourself.</p>↵<p><strong>Ski-Touring</strong></p>↵<p>For those with some experience, take on the glaciers of the Norh Patagonian Ice Field with your trusted pair of skiis.<strong>&nbsp;</strong></p>↵<p><strong>Ice-Hiking</strong></p>↵<p>Alternatively, don your crampons and ice-axe and take to Neff Glacier, crossing it as part of a broader tour of Aysen's glaciers.</p>↵<p><a class=""button-1-right"" href=""/patagonias-glaciers/"" target=""_self"">More Details &gt;&gt;</a></p>↵<p>&nbsp;</p>",chile/aysen/neff-glacier,Glacier,,https://imgix.swoop-patagonia.com/aisen.jpg,-47.04111801,-73.25134277,Patagonia,Aysen,,,,,
Neuquen,"This city is the Capital of the Province of Neuquen in Argentina found in the north of Patagonia, and it is situated at the origin of the River Negro. With a population of 265,000 it is the largest city in Patagonia. It's nearby airport serves most of patagonia including San Carlos de Bariloche, Buenos Aires and Ushuaia.","<p>This city is the Capital of the Province of Neuquen in Argentina found in the north of Patagonia, and it is situated at the origin of the River Negro. With a population of 265,000 it is the largest city in Patagonia.</p>↵<p>It's nearby <a href=""/landmark/neuquen-airport/"">airport</a> serves most of patagonia including <a href=""/bariloche/"">San Carlos de Bariloche</a>, <a href=""/landmark/buenos-aires/"">Buenos Aires</a> and <a href=""/ushuaia/"">Ushuaia</a>.&nbsp;</p>",argentina/neuquen,City,,,-38.9497974,-68.06304932,Patagonia,Argentine Lakes,,,,,
Neuquen Airport (NQN),"This airport lies in the extreme North of Patagonia, deep in the Patagonian Steppe. It became a more popular chouice when Bariloche airport was closed in 2011 due to a volcanic ash cloud. There are several flights each day from Buenos Aeres.","<p>This airport lies in the extreme North of Patagonia, deep in the Patagonian Steppe. It became a more popular chouice when Bariloche airport was closed in 2011 due to a volcanic ash cloud. There are several flights each day from Buenos Aeres.</p>",argentina/nuequen-airport,Airport,"San Martín, Aeropuerto Internacional, Juan Domingo Perón 5901, Neuquén, Argentina",,-38.950365,-68.152317,Patagonia,Argentine Lakes,,,,,
Noi Indigo Patagonia,"A spa hotel in Puerto Natales based on the Last Hope Sound. Spacious modern rooms, with filling breakfast and the icing on the cake; sauna, massage rooms, jacuzzis and loungers. Find out more and other hotels in Puerto Natales.","<p>A spa hotel in Puerto Natales based on the Last Hope Sound. Spacious modern rooms, with filling breakfast and the icing on the cake; sauna, massage rooms, jacuzzis and loungers. Find out more and other hotels in Puerto Natales.</p>",chile/torres-del-paine/puerto-natales/hotels/hotel-indigo,Hotel,"Ladrilleros 105, Puerto Natales",https://imgix.swoop-patagonia.com/original_.jpg,-51.72694841,-72.51219034,Patagonia,Torres del Paine,,,,,
Oggioni Pass,"The Oggioni Pass offers a semi-technical route out of the Ascencio Valley and into the Dickson valley area in the north of Torres del Paine national park. It's a tough trek, very much off-the-beaten-track, and only for those up for a challenge. From one of our treks through this pass: The trek leads us 'off trail', up and over steep slopes, showing us views of Torres del Paine National Park that few people see. We push forward through thick forest, crossing wild creeks, and up rocky steep slopes. You should be in very good physical condition for this pass: able to hike long distances, uphill and downhill, with keen mental strength and sense of determination to resist tough elements like strong winds and frozen rain or snowfall (even in the summer). Most of the crossing is along moraine and snow (depending on how much snow this area has received in the last winter). For more info see: trekking the Oggioni Pass and other Torres del Paine treks off-the-beaten-track.","<p>The Oggioni Pass offers a semi-technical route out of the Ascencio Valley and into the <a href=""/landmark/dickson-valley-glacier/"">Dickson valley area</a> in the north of <a href=""/torres-del-paine/"">Torres del Paine</a> national park. It's a tough trek, very much off-the-beaten-track, and only for those up for a challenge.</p>↵<p>From one of our treks through this pass:</p>↵<p><em>The trek leads us 'off trail', up and over steep slopes, showing us views of Torres del Paine National Park that few people see. We push forward through thick forest, crossing wild creeks, and up rocky steep slopes. You should be in very good physical condition for this pass: able to hike long distances, uphill and downhill, with keen mental strength and sense of determination to resist tough elements like strong winds and frozen rain or snowfall (even in the summer). Most of the crossing is along moraine and snow (depending on how much snow this area has received in the last winter).</em></p>↵<p>For more info see: <a href=""/avid-hikers-circuit/"">trekking the Oggioni Pass</a>&nbsp;and other <a href=""/torres-del-paine-beaten-track/"">Torres del Paine treks off-the-beaten-track</a>.</p>",chile/torres-del-paine/oggioni-pass,Mountain Pass,,https://imgix.swoop-patagonia.com/blabla_2.jpg,-50.909,-72.987,Patagonia,Torres del Paine,,https://imgix.swoop-patagonia.com/blabla.jpg,https://imgix.swoop-patagonia.com/blabla_3.jpg,https://imgix.swoop-patagonia.com/blabla_4.jpg,https://imgix.swoop-patagonia.com/blabla_5.jpg
Panguipulli,"Panguipulli is a town in the heart of the Chilean Lake District, on the northwestern tip of Lake Panguipulli . It sits at the centre of the Seven Lakes Circuit , a notably pretty road route that runs past Lakes Calafqué, Pellaifa, Neltume, Pirehueico, Riñihue, Pullinque, and Panguipulli lakes. The modern town was only founded in the 1940s, but the region itself has been occupied for far longer: Panguipulli means ' Puma hill ' in the Mapudungun language of the original Mapuche inhabitants. Tourists visit Panguipulli for its proximity to the Huilo-Huilo Biological Reserve , as well as the word-class whitewater rafting on the nearby Fuy River , whose rapids are interspersed with a series of dramatic waterfalls. The town also has a noted gastronomic scene, and is famous for its honey, cheese and cider. Panguipulli is 145km (two hours) south of Temuco and its airport, 75km (90 minutes) from Pucón and 235km (three hours) north of Puerto Varas. The latter road in particular is very scenic. The town also offers international connections to Argentina . From nearby Puerto Fuy, a ferry runs along to Lake Pirihueico to the international border at Filo Hua Hum pass, from where a road takes you alongside Lake Lacar to San Martín de los Andes.","<p>Panguipulli is a town in the heart of the Chilean Lake District, on the northwestern tip of <b>Lake Panguipulli</b>. It sits at the centre of the <b>Seven Lakes Circuit</b>, a notably pretty road route that runs past Lakes Calafqué, Pellaifa, Neltume, Pirehueico, Riñihue, Pullinque, and Panguipulli lakes. </p><p>↵↵The modern town was only founded in the 1940s, but the region itself has been occupied for far longer: Panguipulli means '<b>Puma hill</b>' in the Mapudungun language of the original Mapuche inhabitants. </p><p>↵↵Tourists visit Panguipulli for its proximity to the <b>Huilo-Huilo Biological Reserve</b>, as well as the word-class <a href=""https://www.swoop-patagonia.com/chile/lake-district/kayaking-rafting"">whitewater rafting</a> on the nearby <b>Fuy River</b>, whose rapids are interspersed with a series of dramatic waterfalls. The town also has a noted gastronomic scene, and is famous for its honey, cheese and cider. </p><p>↵↵Panguipulli is 145km (two hours) south of <a href=""https://www.swoop-patagonia.com/chile/lake-district/pucon/temuco"">Temuco</a> and its airport, 75km (90 minutes) from <a href=""https://www.swoop-patagonia.com/chile/lake-district/pucon"">Pucón</a> and 235km (three hours) north of <a href=""https://www.swoop-patagonia.com/chile/lake-district/puerto-varas"">Puerto Varas</a>. The latter road in particular is very scenic. </p><p>↵↵The town also offers international connections to <b>Argentina</b>. From nearby Puerto Fuy, a ferry runs along to Lake Pirihueico to the international border at Filo Hua Hum pass, from where a road takes you alongside Lake Lacar to <a href=""https://www.swoop-patagonia.com/argentina/lake-district/san-martin"">San Martín de los Andes</a>. ↵</p>",,Town,,,-39.6421,-72.3333,Patagonia,Chilean Lakes,,,,,
Paraíso de la Montaña cabins,The Paraíso de la Montaña cabins are visited on an overnight stop on the Puntiagudo trek. They are located near Lake Rupanco.,<p>The Paraíso de la Montaña cabins are visited on an overnight stop on the Puntiagudo trek. They are located near Lake Rupanco.</p>,,Refugio,,,-40.8909348,-72.1740341,Patagonia,Chilean Lakes,,,,,
Paraty,"Paraty is a historic colonial town on Brazil's Green Coast, famous for its beautifully preserved pedestrian-only cobblestone streets, vibrant houses with colorful doors, and a bay dotted with over 65 islands, making it a popular spot for boat tours, hiking to waterfalls, and exploring the surrounding Atlantic rainforest. It is located in the state of Rio de Janeiro, between the cities of Rio de Janeiro and São Paulo.","<p>Paraty is a historic colonial town on Brazil's Green Coast, famous for its beautifully preserved pedestrian-only cobblestone streets, vibrant houses with colorful doors, and a bay dotted with over 65 islands, making it a popular spot for boat tours, hiking to waterfalls, and exploring the surrounding Atlantic rainforest. It is located in the state of Rio de Janeiro, between the cities of Rio de Janeiro and São Paulo.</p>",regions/paraty,Town,,,-23.23629861,-44.71984863,Patagonia,Brazil,,,,,
Parque Nacional Alerce Andino,"Situated in the Chilean Lake District, Alerce Andino is home to more than 50 stunning lakes. With 20,000 hectares of Alerce Forests, there is plenty of nature and scenery to discover. A lovely spot for some day hiking in the Lake District. More about the Lake District &gt;&gt;","<p>Situated in the Chilean Lake District, Alerce Andino is home to more than 50 stunning lakes. With 20,000 hectares of Alerce Forests, there is plenty of nature and scenery to discover. A lovely spot for some day hiking in the Lake District.&nbsp;</p>↵<p><a class=""button-1-right"" href=""/chilean-lakes/"" target=""_self"">More about the Lake District &gt;&gt;</a></p>↵<p>&nbsp;</p>",chile/lake-district/parque-andino,National Park,,,-41.57641598,-72.54272461,Patagonia,Chilean Lakes,,,,,
Parque Pumalin,"In the Chilean Lake District, Parque Pumalin's temperate rainforests are home to a wide variety of flora and fauna. Its main attraction, however, is its spectacular fjords, and the park is a great destination for kayaking.","<p>In the Chilean Lake District, Parque Pumalin's temperate rainforests are home to a wide variety of flora and fauna. Its main attraction, however, is its spectacular fjords, and the park is a great destination for kayaking.</p>",chile/lake-district/parque-pumalin,National Park,,https://imgix.swoop-patagonia.com/Pumalin.jpg,-42.583801,-72.496389,Patagonia,Chilean Lakes,,,,,
Paso 5 Hermanos,"This Pass crosses the 'Fiver Brothers' Mountain Range in Tierra del Fuego. Hiking through the pass is certainly a challenge due to strong winds and the snow which usually covers the pass and its surrounding mountains. For this reason, it's definitely better to trek this route with a guide. The challenge is all worth it though for the views of the impressive mountains all around you. If you're up for a challenge, find out more about Trekking Tierra del Fuego or it's southernmost city, Ushuaia.","<p>This Pass crosses the 'Fiver Brothers' Mountain Range in Tierra del Fuego. Hiking through the pass is certainly a challenge due to strong winds and the snow which usually covers the pass and its surrounding mountains. For this reason, it's definitely better to trek this route with a guide. The challenge is all worth it though for the views of the impressive mountains all around you.</p>↵<p>If you're up for a challenge, find out more about <a href=""http://www.swoop-patagonia.co.uk/tierra-del-fuego/trekking/"" target=""_blank"">Trekking Tierra del Fuego</a> or it's southernmost city, <a href=""http://www.swoop-patagonia.co.uk/ushuaia/"" target=""_blank"">Ushuaia</a>.</p>",regions/tierra-del-fuego/ushuaia/paso-hermanos,Mountain Pass,,,-54.75038726,-68.08502197,Patagonia,Tierra del Fuego,,,,,
Paso Beban,"Paso Beban is a high Mountain Pass in the Sierra Valdivieso mountain chain of Tierra del Fuego, Argentina. It is a challenging and remote location, popular with experienced hikers and mountaineers, and is known for its beautiful, untouched Patagonian landscapes. It is a key point on multi-day trekking routes in the area and is not a place with a conventional address.","<p>Paso Beban is a high Mountain Pass in the Sierra Valdivieso mountain chain of Tierra del Fuego, Argentina. It is a challenging and remote location, popular with experienced hikers and mountaineers, and is known for its beautiful, untouched Patagonian landscapes. It is a key point on multi-day trekking routes in the area and is not a place with a conventional address.</p>",,Mountain Pass,,,-54.6624,-68.218,Patagonia,Tierra del Fuego,,,,,
Paso Brecha Negra,This is a Mountain Pass in Nahuel Huapi National Park.,<p>This is a Mountain Pass in Nahuel Huapi National Park.</p>,argentina/lake-district/bariloche/paso-negra,Mountain Pass,,,-41.185908,-71.547791,Patagonia,Argentine Lakes,,,,,
Paso de la Oveja,"Paso de la Oveja (Sheep Pass) is a challenging Mountain Pass located in the remote wilderness of the Fuegian Andes in Tierra del Fuego, Argentina. It is often encountered as part of multi-day trekking routes, offering adventurers stunning, rugged Patagonian landscapes. Mountain Pass at 831m above Ushuaia.",<p>Mountain Pass at 831m above Ushuaia</p>,regions/tierra-del-fuego/ushuaia/paso-oveja,Mountain Pass,,,-54.77514784,-68.43349457,Patagonia,Tierra del Fuego,,,,,
Paso de las Agachonas,This is a Mountain Pass at 1354 metres on Loma del Pliegue Tumbado. Climbing up to the pass gives you stunning panoramic views of Cerro Torre and Fitz Roy. It is highly recommended that you are accompanied by a guide for this trek. Find out more about Trekking in Los Glaciares &gt;&gt;,"<p>This is a Mountain Pass at 1354 metres on <a href=""/landmark/loma-del-pliegue-tumbado"">Loma del Pliegue Tumbado</a>. Climbing up to the pass gives you stunning panoramic views of <a href=""/landmark/cerro-torre/"">Cerro Torre</a> and <a href=""/landmark/cerro-fitz-roy/"">Fitz Roy</a>.</p><p> It is highly recommended that you are accompanied by a guide for this trek.</p><p><a href=""/los-glaciares/trekking/"">Find out more about Trekking in Los Glaciares &gt;&gt;</a><br></p>",argentina/los-glaciares/el-chalten/paso-agachonas,Mountain Pass,,https://imgix.swoop-patagonia.com/Paso_de_los_Agachonas_1.jpg,-49.354063,-72.983155,Patagonia,Los Glaciares,,https://imgix.swoop-patagonia.com/Agachonas.jpeg,,,
Paso del Cuadrado,"The Paso del Cuadrado is located in the Los Glaciares region. Trek up to this pass through the Eléctrico Valley. The views from the pass are spectacular and include the major peaks of Cerro Torre, Polone and Fitz Roy.","<p>The Paso del Cuadrado is located in the Los Glaciares region. Trek up to this pass through the Eléctrico Valley. The views from the pass are spectacular and include the major peaks of Cerro Torre, Polone and Fitz Roy.</p>",,Mountain Pass,,,-49.2282382,-73.0402176,Patagonia,Los Glaciares,,,,,
Paso del Viento,"Paso del Viento, or the 'windy pass', is found on the edge of the South Patagonian Ice Cap, at 1,428m above sea level . The pass is a 2 day hike from the town of El Chalten. Read about a customer's trek to Paso del Viento on our blog.","<p>Paso del Viento, or the 'windy pass', is found on the edge of the <a href=""/patagonian-icecap/trekking/"">South Patagonian Ice Cap</a>,&nbsp;<span style=""color: inherit; line-height: 1.42857143;"">at 1,428m</span><span style=""color: inherit; line-height: 1.42857143;"">&nbsp;above sea level</span><span style=""color: inherit; line-height: 1.42857143;"">. The pass is a 2 day hike from the town of&nbsp;</span><a href=""/el-chalten/"" target=""_self"" style=""line-height: 1.42857143;"">El Chalten</a>.</p>↵<p>Read about a <a href=""http://blog.swoop-patagonia.co.uk/alis-trek-and-ice-hike-in-los-glaciares-national-park/"">customer's trek to Paso del Viento</a> on our blog.</p>",argentina/los-glaciares/el-chalten/paso-viento,Mountain Pass,,https://imgix.swoop-patagonia.com/Paso_del_Viento.jpg,-49.395446,-73.115047,Patagonia,Los Glaciares,,https://imgix.swoop-patagonia.com/Paso_del_Viento_2.jpeg,,,
Paso Guillaumet,Crossing Paso Guillaumet brings you amazingly close to the eastern face of Mount Fitz Roy and also gives you a great view back down the length of Glaciar Piedras Blancas to Rio Blanco. The trek includes crossing Piedras Blancas glacier and some low difficulty rock climbing. It is a physically demanding trek which requires the use of some technical equipment.,<p>Crossing Paso Guillaumet brings you amazingly close to the eastern face of Mount Fitz Roy and also gives you a great view back down the length of Glaciar Piedras Blancas to Rio Blanco. The trek includes crossing Piedras Blancas glacier and some low difficulty rock climbing. It is a physically demanding trek which requires the use of some technical equipment.</p>,argentina/los-glaciares/el-chalten/paso-guillaumet,Mountain Pass,,https://imgix.swoop-patagonia.com/Paso_Guillaumet_2.jpg,-49.252176,-73.016216,Patagonia,Los Glaciares,,https://imgix.swoop-patagonia.com/Paso_Guillaumet_3.jpg,https://imgix.swoop-patagonia.com/Paso_Guillaumet_1.jpg,https://imgix.swoop-patagonia.com/Paso_Guillaumet_4.jpg,
Paso Huemul,"Paso Huemul is a Mountain Pass at 1,005 metres, which lies on the Huemul Circuit in Los Glaciares National Park. From here there are spectacular views of Glaciar Viedma falling into the lake of the same name. Close by, Paso Huemul Campsite can be used by those trekking this circuit, which takes a few days to complete.","<p>Paso Huemul is a Mountain Pass at 1,005 metres, which lies on the Huemul Circuit in Los Glaciares National Park. From here there are spectacular views of Glaciar Viedma falling into the lake of the same name. Close by, Paso Huemul Campsite can be used by those trekking this circuit, which takes a few days to complete.</p>",argentina/los-glaciares/paso-huemul,Mountain Pass,,,-49.486556,-73.014886,Patagonia,Los Glaciares,,,,,
Paso John Garner (Grey Glacier),"Where to find it Torres del Paine National Park, Chile What is it? Paso John Garner (the John Garner Pass) is one of the most famous passes on the Full Circuit Trek. It is an awe-inspiring pass, with views out across the Grey Glacier and, on a clear day, out across the South Patagonian Ice Cap itself. It's also one of the highest points you are likely to trek to in Torres del Paine, at an altitude of around 1,200 metres above sea level. How can I see it? On the Full Circuit multi-day hike you approach the pass from Laguna Los Perros, from the east. It's very windy up there, and the descent down to the Grey Glacier is one of the toughest sections of the whole trek. However, the views are incredible, and if you've got the time and stamina to do the Full Circuit then this view alone makes it worthwhile. Find out more about... The Full Circuit hike Hiking in Torres del Paine Torres del Paine National Park","<h4><b>Where to find it</b></h4><p>Torres del Paine National Park, Chile</p><h4><b>What is it?</b></h4><p>Paso John Garner (the John Garner Pass) is one of the most famous passes on the Full Circuit Trek. It is an awe-inspiring pass, with views out across the Grey Glacier and, on a clear day, out across the South Patagonian Ice Cap itself. It's also one of the highest points you are likely to trek to in Torres del Paine, at an altitude of around 1,200 metres above sea level.</p><h4><b>How can I see it?</b></h4><p>On the <a href=""/full-circuit-torres-del-paine/"">Full Circuit </a>multi-day hike&nbsp;you approach the pass from Laguna Los Perros, from the east.</p>↵<p>It's very windy up there, and the descent down to the <a href=""/landmark/lago-grey/"">Grey Glacier</a> is one of the toughest sections of the whole trek. However, the views are incredible, and if you've got the time and stamina to do the Full Circuit then this view alone makes it worthwhile.</p><h4><b>Find out more about...</b></h4><ul><li><a href=""https://www.swoop-patagonia.com/chile/torres-del-paine/hiking/circuit"" target=""_blank"">The Full Circuit hike</a></li><li><a href=""https://www.swoop-patagonia.com/chile/torres-del-paine/hiking"" target=""_blank"">Hiking in Torres del Paine</a></li><li><a href=""https://www.swoop-patagonia.com/chile/torres-del-paine"" target=""_blank"">Torres del Paine National Park</a></li></ul>",chile/torres-del-paine/paso-john-garner,Mountain Pass,,https://imgix.swoop-patagonia.com/DSC00452_small.jpg,-50.94079872,-73.18576813,Patagonia,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_TOM_ALL_Grey_Glacier.jpg,https://imgix.swoop-patagonia.com/CASC_3_CASC_RTD_FULLCIRCUIT.jpg,,
Patagonia Austral Marine National Park,The marine park in Chubut region is one of the newest of its kind in Argentina and was set up to protect the many different types of wildlife that breed in this area including the Southern Right Whale.,<p>The marine park in Chubut region is one of the newest of its kind in Argentina and was set up to protect the many different types of wildlife that breed in this area including the Southern Right Whale.</p>,argentina/peninsula-valdes/austral-marine,National Park,,,-45.02112652,-65.89050293,Patagonia,Valdes Peninsula,,,,,
Patagonia Camp,"Located just outside Torres del Paine National Park on the shore of Lago Toro, Patagonia Camp is a collection of luxury 'yurts'. These tented domes are all equipped with hot running water, heating, their own bathroom and a private terrace with views over the lake towards the Paine massif. &gt;&gt;Find out more and check availability for Patagonia Camp","<p>Located just outside Torres del Paine National Park on the shore of Lago Toro, Patagonia Camp is a collection of luxury 'yurts'. These tented domes are all equipped with hot running water, heating, their own bathroom and a private terrace with views over the lake towards the Paine massif.</p>↵<p>&gt;&gt;Find out more and check availability for <a href=""/patagonia-camp/"">Patagonia Camp</a></p>",chile/torres-del-paine/hotels/patagonia-camp/patagonia-camp,Glamping Site,"Camino Milodón, Porteño Km 74, Torres del Paine",https://imgix.swoop-patagonia.com/Patagonia_Camp.jpg,-51.2838193,-72.8400666,Patagonia,Torres del Paine,,,,,
Patagonia Park,"Set to become part of the Patagonia National Park, Parque Patagonia (or Patagonia Park) is 200,000 acres of grasslands protecting rare and endangered species. The park welcomes visitors to enjoy the undisturbed scenery, hike the trails and explore the land. Find out more &gt;&gt;","<p>Set to become part of the Patagonia National Park, Parque Patagonia(or Patagonia Park) is 200,000 acres of grasslands protecting rare and endangered species. The park welcomes visitors to enjoy the undisturbed scenery, hike the trails and explore the land. </p><p><a href=""/patagonia-park/"">Find out more &gt;&gt;</a><br></p>",chile/aysen/patagonia-park/patagonia-park,National Park,,,-46.9431178,-72.2251553,Patagonia,Aysen,,,,,
Peel Fjord,"As one of the most visited parts of Bernardo O'Higgins National Park, the Peel Fjord is a serene and pristine place to visit, with lots of wildlife, nature and a whole host of sparkling glaciers. The best way of getting here is by boat or kayak. To find out more about trips that visit this fjord in the wilderness, see kayaking in Torres del Paine.","<p>As one of the most visited parts of Bernardo O'Higgins National Park, the Peel Fjord is a serene and pristine place to visit, with lots of wildlife, nature and a whole host of sparkling glaciers.</p>↵<p>The best way of getting here is by boat or kayak. To find out more about trips that visit this fjord in the wilderness, see <a href=""http://www.swoop-patagonia.co.uk/torres-del-paine/kayaking/"" target=""_self"">kayaking in Torres del Paine</a>.</p>",chile/torres-del-paine/peel-fjord,Fjord,,,-50.85104113,-73.99291992,Patagonia,Torres del Paine,,,,,
